index,product,category,sub_category,brand,sale_price,market_price,type,rating,Stock Quantity,Reorder Level,Supplier Info,Lead Time (Days),Last Restock Date,Units Sold,avg_daily_demand,safety_stock,reorder_level,holding_cost,eoq,status,recommendation
27289,Cold Pressed Safflower Oil,Gourmet & World Food,Oils & Vinegar,RawNH,650,650,Flavoured & Other Oils,,63,,Supplier C,13,15:10.5,19,0.633333333,0,9,130,5,Adequate,Stock adequate. Review in 85 days
27178,Taft Ultra Hair Lacquer Ultra Strong 4,Beauty & Hygiene,Hair Care,Schwarzkopf,395,395,Hair & Scalp Treatment,5,39,,Supplier B,7,15:10.5,12,0.4,0,3,79,6,Adequate,Stock adequate. Review in 90 days
3318,Secret Red Chilli Sauce,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Chings,20,20,Chilli & Soya Sauce,4.2,77,,Supplier C,4,15:10.5,13,0.433333333,0,2,4,25,Adequate,Stock adequate. Review in 173 days
5834,Ready To Cook - Quinoa Sweet Pongal,Snacks & Branded Foods,Ready To Cook & Eat,Prasukh,157.5,175,Breakfast & Snack Mixes,4.8,45,,Supplier C,3,15:10.5,14,0.466666667,0,2,35,9,Adequate,Stock adequate. Review in 92 days
8798,Baby ToothBrush,Beauty & Hygiene,Oral Care,Johnson's baby,28.05,33,Toothbrush,4.1,49,,Supplier A,10,15:10.5,9,0.3,0,3,6.6,17,Adequate,Stock adequate. Review in 153 days
9761,Dry Pants Diapers - Small,Baby Care,Diapers & Wipes,Huggies,252,349,Diapers,4.5,19,,Supplier A,9,15:10.5,41,1.366666667,1,13,69.8,11,Adequate,Stock adequate. Review in 4 days
1942,"Reusable Fabic Diaper - Large, Pink",Baby Care,Diapers & Wipes,Paw Paw,269,269,Diapers,2.7,83,,Supplier B,5,15:10.5,19,0.633333333,0,3,53.8,8,Adequate,Stock adequate. Review in 126 days
10345,Zucchini - Yellow,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,50,62.5,Exotic Vegetables,,51,,Supplier B,4,15:10.5,18,0.6,0,3,12.5,17,Adequate,Stock adequate. Review in 80 days
9263,Saffron Gold Glow Facial Kit,Beauty & Hygiene,Skin Care,INATUR ,294,420,Face Care,,33,,Supplier B,3,15:10.5,43,1.433333333,0,5,84,10,Adequate,Stock adequate. Review in 20 days
23647,My Plant Hand Cream - Good Day,Beauty & Hygiene,Skin Care,The Face Shop,617.5,650,Body Care,5,13,,Supplier B,9,15:10.5,45,1.5,1,14,130,8,Reorder,Place order for 8.0 units. Current stock (13) below reorder level (14)
22627,Safety Pin,Cleaning & Household,Stationery,B Vishal,80.84,90,"Scissor, Glue & Tape",4.2,56,,Supplier A,13,15:10.5,35,1.166666667,1,16,18,20,Adequate,Stock adequate. Review in 34 days
12572,Juniper Berry Essential Oil,Beauty & Hygiene,Skin Care,Aroma Treasures,351,390,Aromatherapy,,60,,Supplier B,4,15:10.5,12,0.4,0,2,78,6,Adequate,Stock adequate. Review in 145 days
6005,Sanitize Multipurpose Surface Cleaner & Disinfectant,Cleaning & Household,All Purpose Cleaners,Dabur,106.08,136,Disinfectant Spray & Cleaners,3.7,13,,Supplier C,9,15:10.5,24,0.8,0,8,27.2,13,Adequate,Stock adequate. Review in 6 days
1744,Flavoured Milk - Thandai,"Bakery, Cakes & Dairy",Dairy,Paper Boat,50,50,"Flavoured, Soya Milk",3.9,41,,Supplier A,10,15:10.5,7,0.233333333,0,2,10,12,Adequate,Stock adequate. Review in 167 days
27213,Processed Cheese Block,"Bakery, Cakes & Dairy",Dairy,Amul,94.5,106,Cheese,4.2,19,,Supplier C,4,15:10.5,15,0.5,0,2,21.2,12,Adequate,Stock adequate. Review in 34 days
1849,Onion Herbal Hair Growth Oil,Beauty & Hygiene,Hair Care,Soulflower,546,650,Hair Oil & Serum,4.2,20,,Supplier B,8,15:10.5,47,1.566666667,1,13,130,9,Adequate,Stock adequate. Review in 4 days
14181,Organic - Raisins/Ona Drakshi,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,105,110,Organic Dry Fruits,4,37,,Supplier A,5,15:10.5,44,1.466666667,1,8,22,20,Adequate,Stock adequate. Review in 20 days
15898,Roasted Grains,"Foodgrains, Oil & Masala",Dals & Pulses,Manna ,269,269,Cereals & Millets,3.9,55,,Supplier C,3,15:10.5,2,0.066666667,0,0,53.8,3,Adequate,Stock adequate. Review in 825 days
16083,Marshmallow,Gourmet & World Food,Chocolates & Biscuits,marshmallow,150,150,"Marshmallow, Candy, Jelly",3.8,81,,Supplier A,5,15:10.5,15,0.5,0,3,30,10,Adequate,Stock adequate. Review in 156 days
19460,"Disposable Face Mask - Melt Blown, 3 Ply",Beauty & Hygiene,Health & Medicine,Mirabelle,49,119,Face Masks & Safety Gears,5,49,,Supplier C,9,15:10.5,38,1.266666667,1,12,23.8,18,Adequate,Stock adequate. Review in 29 days
9796,Drink Mix - Badam,Beverages,"Health Drink, Supplement",MTR,120,120,Kids (5+Yrs),4.1,71,,Supplier A,9,15:10.5,7,0.233333333,0,2,24,8,Adequate,Stock adequate. Review in 296 days
14938,BBQ Paneer Pizza - Large,Snacks & Branded Foods,Frozen Veggies & Snacks,HappyChef,299,449,Frozen Veg Snacks,,95,,Supplier C,6,15:10.5,48,1.6,1,10,89.8,10,Adequate,Stock adequate. Review in 53 days
24318,"Bath Brush - Large Mesh, Electric Blue",Beauty & Hygiene,Bath & Hand Wash,Panache,159.2,199,Bathing Accessories,4,54,,Supplier C,8,15:10.5,45,1.5,1,13,39.8,15,Adequate,Stock adequate. Review in 27 days
26463,Seasoning - Salad,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,81.75,109,Herbs & Seasoning,3.8,44,,Supplier C,7,15:10.5,10,0.333333333,0,2,21.8,10,Adequate,Stock adequate. Review in 126 days
6549,Cool Bath Soap - 99.9% Germ Protection,Beauty & Hygiene,Men's Grooming,Cinthol,99,99,Bathing Bars & Soaps,4.1,44,,Supplier A,10,15:10.5,4,0.133333333,0,1,19.8,6,Adequate,Stock adequate. Review in 322 days
15811,Pure Honey - Super Saver Pack,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Saffola,257,275,Honey,4.5,98,,Supplier C,6,15:10.5,10,0.333333333,0,2,55,6,Adequate,Stock adequate. Review in 288 days
5848,Powder - Curry,"Foodgrains, Oil & Masala",Masalas & Spices,Mdh,60,60,Blended Masalas,4.3,43,,Supplier C,13,15:10.5,35,1.166666667,1,16,12,24,Adequate,Stock adequate. Review in 23 days
15531,Refined Sunflower - Oil,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Sunpure ,863,899,"Sunflower, Rice Bran Oil",4.2,15,,Supplier B,5,15:10.5,31,1.033333333,0,6,179.8,6,Adequate,Stock adequate. Review in 9 days
8609,Calcutta Mitha Pan,"Foodgrains, Oil & Masala",Dry Fruits,Chandan,210,210,Mukhwas,4.2,46,,Supplier C,9,15:10.5,2,0.066666667,0,1,42,3,Adequate,Stock adequate. Review in 675 days
7440,Organic Eco-Friendly All Purpose Surface Spray Cleaner,Cleaning & Household,All Purpose Cleaners,Kolan,395,395,Imported Cleaners,5,10,,Supplier B,12,15:10.5,39,1.3,1,16,79,10,Reorder,Place order for 10.0 units. Current stock (10) below reorder level (16)
15261,Protein Rich Nutrition Bar - Berry Blast,Snacks & Branded Foods,Breakfast Cereals,Fit  ,480,480,Granola & Cereal Bars,,85,,Supplier A,4,15:10.5,15,0.5,0,2,96,6,Adequate,Stock adequate. Review in 166 days
18685,Oats Flour,Gourmet & World Food,Cereals & Breakfast,Nutty Yogi,170,170,Imported Oats & Porridge,,44,,Supplier C,14,15:10.5,17,0.566666667,0,8,34,10,Adequate,Stock adequate. Review in 64 days
16408,Authentic Chia Seeds - Black,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Nourish You,225,225,Roasted Seeds & Nuts,4.6,79,,Supplier A,8,15:10.5,31,1.033333333,0,9,45,12,Adequate,Stock adequate. Review in 68 days
8441,Tofu - Soya Paneer,Gourmet & World Food,Dairy & Cheese,Briyas,59,79,Tofu,3.8,63,,Supplier B,4,15:10.5,14,0.466666667,0,2,15.8,13,Adequate,Stock adequate. Review in 131 days
15935,CAMPHOR FOR PUJA (Small),Cleaning & Household,Pooja Needs,Om Bhakti,79,79,Camphor & Wicks,4.1,90,,Supplier B,12,15:10.5,23,0.766666667,0,10,15.8,17,Adequate,Stock adequate. Review in 104 days
6665,"Santra, Orange Juice",Beverages,Fruit Juices & Drinks,Paper Boat,110,110,Juices,,72,,Supplier A,6,15:10.5,47,1.566666667,1,10,22,21,Adequate,Stock adequate. Review in 40 days
15790,Nuts & Berries - Premium International,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,273.75,365,Roasted Seeds & Nuts,3.9,18,,Supplier C,4,15:10.5,36,1.2,0,5,73,10,Adequate,Stock adequate. Review in 11 days
8214,Standard Xtra Large - 26 Diaper Pants,Baby Care,Diapers & Wipes,Mamypoko,399,399,Diapers,4.1,71,,Supplier A,14,15:10.5,24,0.8,0,12,79.8,8,Adequate,Stock adequate. Review in 74 days
12571,Fragrance Body Spray - Blue Homme For Men,Beauty & Hygiene,Fragrances & Deos,Armaf,475,500,Body Sprays & Mists,,11,,Supplier B,3,15:10.5,38,1.266666667,0,4,100,9,Adequate,Stock adequate. Review in 6 days
4854,"Printed Fabric Pencil Pouch - Blue & Black, BB1265DBLU",Cleaning & Household,Stationery,DP,124,199,Exam Pads & Pencil Box,4.7,91,,Supplier B,10,15:10.5,30,1,1,11,39.8,12,Adequate,Stock adequate. Review in 80 days
10735,Men Charcoal Face Scrub,Beauty & Hygiene,Men's Grooming,INATUR ,270,450,Face & Body,,45,,Supplier C,6,15:10.5,46,1.533333333,1,10,90,10,Adequate,Stock adequate. Review in 23 days
9373,Active Baby Small (3-8 kg) - 46 Diapers,Baby Care,Diapers & Wipes,Pampers ,759.5,775,Diapers,4.6,50,,Supplier B,12,15:10.5,43,1.433333333,1,18,155,7,Adequate,Stock adequate. Review in 22 days
12670,Epilator SE9-9961 Legs-Body-Face,Beauty & Hygiene,Feminine Hygiene,Braun,8184.44,10769,Hair Removal,,46,,Supplier C,9,15:10.5,27,0.9,0,9,2153.8,2,Adequate,Stock adequate. Review in 41 days
6646,Skin Polishing & Even Texture Tan Clear Salt Scrub - With Tamarind & Pink Salt,Beauty & Hygiene,Skin Care,Joy,209.3,299,Face Care,4.3,58,,Supplier C,7,15:10.5,19,0.633333333,0,5,59.8,8,Adequate,Stock adequate. Review in 84 days
23044,Nutrition & Health Drink Royale - Chocolate,Beverages,"Health Drink, Supplement",Complan,530,530,Kids (5+Yrs),4.2,35,,Supplier C,7,15:10.5,23,0.766666667,0,6,106,7,Adequate,Stock adequate. Review in 38 days
8342,Perfume - Dark Edt(For Men),Beauty & Hygiene,Fragrances & Deos,Police,1950,1950,Eau De Toilette,,77,,Supplier B,6,15:10.5,7,0.233333333,0,1,390,2,Adequate,Stock adequate. Review in 326 days
3745,Tulsi Tablet,Beauty & Hygiene,Health & Medicine,Dabur,150,150,Ayurveda,,45,,Supplier A,8,15:10.5,11,0.366666667,0,3,30,9,Adequate,Stock adequate. Review in 115 days
1021,Phyto-Rx Whitening & Brightening Face Wash,Beauty & Hygiene,Skin Care,Lotus Professional,335.75,395,Face Care,4.4,40,,Supplier A,7,15:10.5,44,1.466666667,1,11,79,11,Adequate,Stock adequate. Review in 20 days
13727,"Soapy Stories Finger Puppet Bath Book - Ocean, 6 m+",Baby Care,Baby Accessories,Munchkin,799,799,Baby Toys,,39,,Supplier B,7,15:10.5,2,0.066666667,0,0,159.8,2,Adequate,Stock adequate. Review in 585 days
25530,Kashmir Valley Spice Blend,Gourmet & World Food,Cooking & Baking Needs,Cafe Junyali,395,395,"Curry Paste, Coconut Milk",,43,,Supplier A,12,15:10.5,10,0.333333333,0,4,79,5,Adequate,Stock adequate. Review in 117 days
7834,Cold Pressed Gingelly Oil - Edible,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Samvuddhi & Co,582,582,Gingelly Oil,,28,,Supplier A,3,15:10.5,27,0.9,0,3,116.4,7,Adequate,Stock adequate. Review in 28 days
14551,Detan + Whiteglow Moisturising Body Lotion SPF 30 PA+++,Beauty & Hygiene,Skin Care,Vlcc,194.35,299,Body Care,4.2,27,,Supplier B,3,15:10.5,49,1.633333333,0,5,59.8,13,Adequate,Stock adequate. Review in 13 days
12625,Instant Popcorn - Butter,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",4700BC,27,30,Gourmet Popcorn,,94,,Supplier A,12,15:10.5,16,0.533333333,0,7,6,23,Adequate,Stock adequate. Review in 163 days
24609,Soft Drink,Beverages,Energy & Soft Drinks,Mirinda,128.06,180,Cold Drinks,4.2,12,,Supplier B,8,15:10.5,18,0.6,0,5,36,10,Adequate,Stock adequate. Review in 12 days
22785,Dark Cookie Cream,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,30,30,Salted Biscuits,4.2,79,,Supplier C,3,15:10.5,20,0.666666667,0,2,6,26,Adequate,Stock adequate. Review in 116 days
14490,Bodywash Charcoal & Mint Shower Gel,Beauty & Hygiene,Bath & Hand Wash,Palmolive,279.3,399,Shower Gel & Body Wash,4.2,22,,Supplier C,9,15:10.5,20,0.666666667,0,6,79.8,7,Adequate,Stock adequate. Review in 24 days
6846,Gentle Baby Laundry Wash,Baby Care,Baby Bath & Hygiene,Himalaya,295,295,Baby Laundry,4.3,54,,Supplier A,6,15:10.5,2,0.066666667,0,0,59,3,Adequate,Stock adequate. Review in 810 days
15654,Premium International Exotic Dried Goji Berries,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,177,295,Dry Fruits & Berries,,76,,Supplier B,11,15:10.5,28,0.933333333,1,11,59,10,Adequate,Stock adequate. Review in 70 days
4645,Organic - Biryani Masala,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,142.5,150,Organic Masalas & Spices,4.4,95,,Supplier C,12,15:10.5,37,1.233333333,1,16,30,16,Adequate,Stock adequate. Review in 64 days
9399,Instant - Adai Dosa Mix,Snacks & Branded Foods,Ready To Cook & Eat,Sanketi Adukale,145,145,Heat & Eat Ready Meals,4.2,49,,Supplier B,13,15:10.5,36,1.2,1,16,29,16,Adequate,Stock adequate. Review in 28 days
23337,Rolled Oats - Gluten Free 500 g Matt Pouch + Chia Seeds - Raw 250 g,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,440,500,Imported Oats & Porridge,,49,,Supplier B,9,15:10.5,10,0.333333333,0,3,100,4,Adequate,Stock adequate. Review in 138 days
639,Mint Seasoning,"Foodgrains, Oil & Masala",Masalas & Spices,Orika,59.25,79,Herbs & Seasoning,3.1,85,,Supplier B,14,15:10.5,42,1.4,1,20,15.8,23,Adequate,Stock adequate. Review in 46 days
10820,Spread - Cherry,Gourmet & World Food,"Sauces, Spreads & Dips",La Vieja Fabrica,340,340,"Jams, Marmalade, Spreads",5,32,,Supplier A,5,15:10.5,14,0.466666667,0,3,68,6,Adequate,Stock adequate. Review in 62 days
9409,Masala Oats - Pongal Surprise,Snacks & Branded Foods,Snacks & Namkeen,Saffola,15,15,Oats & Porridge,4.1,40,,Supplier C,14,15:10.5,7,0.233333333,0,3,3,22,Adequate,Stock adequate. Review in 159 days
25053,Microwave Popcorn - Cheese,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",4700BC,204,240,Gourmet Popcorn,,27,,Supplier A,4,15:10.5,25,0.833333333,0,4,48,10,Adequate,Stock adequate. Review in 28 days
11761,Natural Coconut Vinegar,"Foodgrains, Oil & Masala",Masalas & Spices,Merkera,240,240,Cooking Pastes,,80,,Supplier B,10,15:10.5,11,0.366666667,0,4,48,7,Adequate,Stock adequate. Review in 207 days
6158,Merry Berry Flavoured Instant Coffee,Gourmet & World Food,Drinks & Beverages,Country Bean,325,325,Coffee & Pre-Mix,,81,,Supplier C,10,15:10.5,44,1.466666667,1,15,65,12,Adequate,Stock adequate. Review in 45 days
9804,Ready to Cook - Small Prawns (Peeled & Deveined),"Eggs, Meat & Fish",Fish & Seafood,Buffet ,205,205,Frozen Fish & Seafood,,28,,Supplier A,9,15:10.5,38,1.266666667,1,12,41,14,Adequate,Stock adequate. Review in 13 days
27104,Hand Soap - Ginger & White Tea,Beauty & Hygiene,Bath & Hand Wash,Skin Cottage ,225,225,Shower Gel & Body Wash,4,53,,Supplier C,10,15:10.5,6,0.2,0,2,45,5,Adequate,Stock adequate. Review in 255 days
16299,Madras Navane Pongal Mix - Gluten Free,Snacks & Branded Foods,Ready To Cook & Eat,Graminway,190,190,Breakfast & Snack Mixes,4,93,,Supplier A,13,15:10.5,41,1.366666667,1,19,38,15,Adequate,Stock adequate. Review in 54 days
14210,Whole Blackseed Grains,Gourmet & World Food,Cooking & Baking Needs,Health 1st,120,120,Quinoa & Grains,,59,,Supplier B,8,15:10.5,16,0.533333333,0,5,24,12,Adequate,Stock adequate. Review in 101 days
17717,Fevicreate Mould & Paint Jungle Animals,Cleaning & Household,Stationery,Pidilite,196,199,Games & Calculators,,51,,Supplier C,12,15:10.5,15,0.5,0,6,39.8,9,Adequate,Stock adequate. Review in 90 days
7309,Khus Khus/Gasagase,"Foodgrains, Oil & Masala",Masalas & Spices,bb Popular,214,300,Whole Spices,3.9,56,,Supplier B,11,15:10.5,22,0.733333333,0,8,60,9,Adequate,Stock adequate. Review in 65 days
1682,Organic Chia Seed,"Foodgrains, Oil & Masala",Organic Staples,MeraKisan,281,281,Organic Dry Fruits,4.8,31,,Supplier B,11,15:10.5,1,0.033333333,0,0,56.2,2,Adequate,Stock adequate. Review in 930 days
2185,Active Salt Toothpaste - Lemon,Beauty & Hygiene,Oral Care,Colgate,84.8,106,Toothpaste,4.4,83,,Supplier C,4,15:10.5,36,1.2,0,5,21.2,18,Adequate,Stock adequate. Review in 65 days
14220,Excellence Creme Hair Color Small Pack,Beauty & Hygiene,Hair Care,Loreal Paris,236.55,249,Hair Color,,99,,Supplier C,14,15:10.5,34,1.133333333,1,17,49.8,12,Adequate,Stock adequate. Review in 72 days
9316,Real Ice Cream - Strawberry Real Magic,"Bakery, Cakes & Dairy",Ice Creams & Desserts,Amul,160,160,Ice Creams,3.8,83,,Supplier A,7,15:10.5,15,0.5,0,4,32,10,Adequate,Stock adequate. Review in 158 days
16198,"Energy Bars - Nutty, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Chocolates & Candies,Timios,31.5,35,Chocolates,3.9,38,,Supplier A,9,15:10.5,7,0.233333333,0,2,7,14,Adequate,Stock adequate. Review in 154 days
25056,Sun Expert SPF 24 Ultra Matte Lotion,Beauty & Hygiene,Skin Care,Lakme,168,210,Face Care,4.2,91,,Supplier B,7,15:10.5,25,0.833333333,0,6,42,11,Adequate,Stock adequate. Review in 102 days
14912,"Decorative Wax Rose Scented Candles - Bb-1259-1, Red",Cleaning & Household,Pooja Needs,DP,349,539,Candles & Match Box,,68,,Supplier A,5,15:10.5,4,0.133333333,0,1,107.8,3,Adequate,Stock adequate. Review in 502 days
26058,French Fries,Snacks & Branded Foods,Frozen Veggies & Snacks,Amul Happy Treats,277.2,308,Frozen Veg Snacks,3.7,10,,Supplier C,10,15:10.5,5,0.166666667,0,2,61.6,4,Adequate,Stock adequate. Review in 48 days
27177,Volumising Brush Small (HC-05),Beauty & Hygiene,Bath & Hand Wash,Bare Essentials,234,260,Bathing Accessories,,96,,Supplier C,11,15:10.5,38,1.266666667,1,15,52,12,Adequate,Stock adequate. Review in 64 days
12491,"Hydrating Cleanser - Chamomile & Calendula, For Pitta",Beauty & Hygiene,Skin Care,Shankara,972,1080,Face Care,,73,,Supplier C,8,15:10.5,41,1.366666667,1,12,216,6,Adequate,Stock adequate. Review in 45 days
6027,Oreo,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk Silk,72,80,Chocolates,4.3,26,,Supplier B,10,15:10.5,32,1.066666667,1,11,16,20,Adequate,Stock adequate. Review in 14 days
6247,Ultimate Choco Almond,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,950,950,Granola & Cereal Bars,4.3,46,,Supplier A,12,15:10.5,28,0.933333333,1,12,190,5,Adequate,Stock adequate. Review in 36 days
6379,Seductive Homme Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Guess,3192,3990,Eau De Toilette,,34,,Supplier A,12,15:10.5,42,1.4,1,18,798,3,Adequate,Stock adequate. Review in 11 days
2473,Selfie Concentrated Woody Perfume Free From Alcohol For Male,Beauty & Hygiene,Fragrances & Deos,Ajmal,350,500,Attar,4.4,73,,Supplier A,9,15:10.5,4,0.133333333,0,1,100,3,Adequate,Stock adequate. Review in 540 days
8193,Fevicreate Make Your Own Dream Catchers,Cleaning & Household,Stationery,Pidilite,99,99,Games & Calculators,,77,,Supplier A,12,15:10.5,35,1.166666667,1,15,19.8,19,Adequate,Stock adequate. Review in 53 days
21829,Cashew/Godambi - Broken,"Foodgrains, Oil & Masala",Dry Fruits,bb Popular,149,240,Cashews,,61,,Supplier A,12,15:10.5,42,1.4,1,18,48,13,Adequate,Stock adequate. Review in 31 days
2660,Green Coffee,Gourmet & World Food,Drinks & Beverages,Colombian Brew Coffee,99,99,Coffee & Pre-Mix,,18,,Supplier A,6,15:10.5,14,0.466666667,0,3,19.8,12,Adequate,Stock adequate. Review in 32 days
7462,Akash Phool Agarbatti,Cleaning & Household,Pooja Needs,Moksh,67.5,75,"Agarbatti, Incense Sticks",4.4,66,,Supplier A,12,15:10.5,18,0.6,0,8,15,15,Adequate,Stock adequate. Review in 97 days
5900,Washing Machine Cleaner,Cleaning & Household,All Purpose Cleaners,ATOMIC,179.1,199,Imported Cleaners,,97,,Supplier B,14,15:10.5,43,1.433333333,1,21,39.8,15,Adequate,Stock adequate. Review in 53 days
8652,Lactose Free Milk,"Bakery, Cakes & Dairy",Dairy,Amul,142.56,150,Milk,4.4,42,,Supplier A,6,15:10.5,41,1.366666667,1,9,30,17,Adequate,Stock adequate. Review in 24 days
390,Professional Herbal Orange Facial Massage Cream,Beauty & Hygiene,Skin Care,Olivia,191.25,225,Body Care,,29,,Supplier A,13,15:10.5,46,1.533333333,1,21,45,14,Adequate,Stock adequate. Review in 5 days
27029,Honey Woman Deodorant,Beauty & Hygiene,Fragrances & Deos,Nike,251.1,279,Women's Deodorants,,82,,Supplier A,10,15:10.5,11,0.366666667,0,4,55.8,6,Adequate,Stock adequate. Review in 213 days
10365,Instant,Beverages,Coffee,Rage Coffee,299,299,Instant Coffee,4.3,81,,Supplier B,5,15:10.5,39,1.3,0,7,59.8,11,Adequate,Stock adequate. Review in 57 days
13788,Green Natural Seed Antioxidant Cream,Beauty & Hygiene,Skin Care,The Face Shop,2107.5,2810,Face Care,,97,,Supplier A,11,15:10.5,43,1.433333333,1,17,562,4,Adequate,Stock adequate. Review in 56 days
21788,Garlic Paste,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,27,30,Cooking Pastes,4.1,23,,Supplier B,4,15:10.5,4,0.133333333,0,1,6,12,Adequate,Stock adequate. Review in 165 days
6829,Royal Diamond - Eau De Toilette For Women,Beauty & Hygiene,Fragrances & Deos,Yardley London,719.2,899,Eau De Toilette,3.8,68,,Supplier B,6,15:10.5,28,0.933333333,0,6,179.8,6,Adequate,Stock adequate. Review in 66 days
25522,Namkeen - All in One,Snacks & Branded Foods,Snacks & Namkeen,Haldirams ,90,90,Namkeen & Savoury Snacks,4.1,91,,Supplier B,5,15:10.5,16,0.533333333,0,3,18,13,Adequate,Stock adequate. Review in 165 days
19993,Cranberry - Slice,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Rostaa,72,80,Dry Fruits & Berries,,65,,Supplier C,4,15:10.5,35,1.166666667,0,5,16,21,Adequate,Stock adequate. Review in 51 days
9683,"Antibacterial Hand Sanitizer - 72% Alcohol Based Sanitizer, Non-Sticky, Gentle On Hands",Beauty & Hygiene,Bath & Hand Wash,Palmolive,200,250,Hand Wash & Sanitizers,4.1,74,,Supplier A,10,15:10.5,37,1.233333333,1,13,50,12,Adequate,Stock adequate. Review in 49 days
2857,"Nutty Cookies - White Choco Cashew, No Added Maida, 40-50% Nuts, Box of 2 Cookies",Snacks & Branded Foods,Biscuits & Cookies,Open Secret,35,35,Cookies,3.6,85,,Supplier C,13,15:10.5,43,1.433333333,1,19,7,35,Adequate,Stock adequate. Review in 46 days
21416,Black Pepper Man Deodorant,Beauty & Hygiene,Fragrances & Deos,Nike,223.2,279,Men's Deodorants,,46,,Supplier A,13,15:10.5,40,1.333333333,1,18,55.8,12,Adequate,Stock adequate. Review in 21 days
11787,Organic Penne Rigate - Durum Wheat Semolina,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Grabenord,125,125,Pasta & Macaroni,,35,,Supplier B,11,15:10.5,45,1.5,1,17,25,19,Adequate,Stock adequate. Review in 12 days
11527,Neem Aloevera Face Wash,Beauty & Hygiene,Skin Care,Khadi Meghdoot ,175,175,Face Care,,42,,Supplier B,14,15:10.5,21,0.7,0,10,35,11,Adequate,Stock adequate. Review in 46 days
13755,Low Oil Absorb Pakoda Mix,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",Tata Sampann,52.5,70,Rice & Other Flours,4.4,52,,Supplier A,14,15:10.5,26,0.866666667,1,13,14,19,Adequate,Stock adequate. Review in 45 days
6080,Flaxseed - Roasted & Salted,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Delight Nuts,149,149,Roasted Seeds & Nuts,3.3,24,,Supplier A,10,15:10.5,12,0.4,0,4,29.8,9,Adequate,Stock adequate. Review in 50 days
7577,Ready to Eat - Dal Makhani,Snacks & Branded Foods,Ready To Cook & Eat,Kitchens Of India,104.5,110,Heat & Eat Ready Meals,4,96,,Supplier B,8,15:10.5,45,1.5,1,13,22,20,Adequate,Stock adequate. Review in 55 days
11567,Toilet Brush / Hockey Brush - Assorted Colour,Cleaning & Household,"Mops, Brushes & Scrubs",Aarika,200,200,"Utensil Scrub-Pad, Glove",4,38,,Supplier A,10,15:10.5,18,0.6,0,6,40,9,Adequate,Stock adequate. Review in 53 days
25460,"Power Pocket - Long Lasting Bathroom Fragrance, Floral Delight",Cleaning & Household,Fresheners & Repellents,Aer,53.35,55,Air Freshener,4.3,30,,Supplier A,13,15:10.5,6,0.2,0,3,11,10,Adequate,Stock adequate. Review in 135 days
13950,Chifferi Rigati Pasta,Gourmet & World Food,"Pasta, Soup & Noodles",Habit,99,130,Pastas & Spaghetti,4,92,,Supplier C,10,15:10.5,20,0.666666667,0,7,26,12,Adequate,Stock adequate. Review in 128 days
12215,Seedless Black Dates,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",FabBox,185,185,"Healthy, Baked Snacks",,78,,Supplier B,4,15:10.5,8,0.266666667,0,1,37,7,Adequate,Stock adequate. Review in 289 days
25721,Kisses - Cookies & Creme Chocolate,Snacks & Branded Foods,Chocolates & Candies,Hersheys ,133,140,Chocolates,4.2,32,,Supplier C,8,15:10.5,5,0.166666667,0,1,28,6,Adequate,Stock adequate. Review in 186 days
18570,Nutrition Energy Bar - Dates & Walnut,Snacks & Branded Foods,Breakfast Cereals,GoodDiet,334.45,520,Granola & Cereal Bars,,93,,Supplier B,9,15:10.5,32,1.066666667,1,10,104,8,Adequate,Stock adequate. Review in 78 days
265,Frozen - Mixed Vegetables,Snacks & Branded Foods,Frozen Veggies & Snacks,Safal,93.5,110,Frozen Vegetables,4.1,17,,Supplier C,14,15:10.5,30,1,1,15,22,17,Adequate,Stock adequate. Review in 2 days
559,Pizza Topping,Gourmet & World Food,Tinned & Processed Food,HappyChef,139,189,"Olive, Jalapeno, Gherkin",,82,,Supplier A,8,15:10.5,43,1.433333333,1,12,37.8,15,Adequate,Stock adequate. Review in 49 days
